,0,1,2,3,4
2019-08-08,6274 台燿 (印刷電路板),6230 尼得科超眾 (電腦及週邊設備),3324 雙鴻 (電腦及週邊設備),3338 泰碩 (電腦及週邊設備),3037 欣興 (印刷電路板)
2019-08-12,3338 泰碩 (電腦及週邊設備),3017 奇鋐 (電腦及週邊設備),8358 金居 (印刷電路板),6669 緯穎 (人工智慧),3037 欣興 (印刷電路板)
2019-08-13,3338 泰碩 (電腦及週邊設備),4958 臻鼎-KY (印刷電路板),3533 嘉澤 (連接器),8358 金居 (印刷電路板),5215 科嘉-KY (電腦及週邊設備)
2019-08-14,2383 台光電 (印刷電路板),3037 欣興 (印刷電路板),6153 嘉聯益 (印刷電路板),4958 臻鼎-KY (印刷電路板),8358 金居 (印刷電路板)
2019-08-15,2313 華通 (印刷電路板),2383 台光電 (印刷電路板),4958 臻鼎-KY (印刷電路板),6153 嘉聯益 (印刷電路板),3653 健策 (半導體)
2019-08-16,2313 華通 (印刷電路板),6153 嘉聯益 (印刷電路板),6290 良維 (連接器),8155 博智 (印刷電路板),2383 台光電 (印刷電路板)
2019-08-19,6411 晶焱 (半導體),6290 良維 (連接器),2313 華通 (印刷電路板),2454 聯發科 (半導體),6683 雍智科技 (半導體)
2019-08-20,6411 晶焱 (半導體),6290 良維 (連接器),2454 聯發科 (半導體),2313 華通 (印刷電路板),3035 智原 (半導體)
2019-08-21,2313 華通 (印刷電路板),6411 晶焱 (半導體),3661 世芯-KY (半導體),6438 迅得 (半導體),6271 同欣電 (LED照明產業)
2019-08-22,2313 華通 (印刷電路板),3083 網龍 (休閒娛樂),6271 同欣電 (LED照明產業),3481 群創 (平面顯示器),6274 台燿 (印刷電路板)
2019-08-23,2313 華通 (印刷電路板),2458 義隆 (半導體),2454 聯發科 (半導體),3034 聯詠 (半導體),6462 神盾 (半導體)
2019-08-26,2313 華通 (印刷電路板),6153 嘉聯益 (印刷電路板),2345 智邦 (通信網路),6269 台郡 (印刷電路板),1536 和大 (汽車)
2019-08-27,3083 網龍 (休閒娛樂),2345 智邦 (通信網路),6285 啟碁 (太空衛星科技),8215 明基材 (平面顯示器),5388 中磊 (通信網路)
2019-08-28,6510 精測 (半導體),6462 神盾 (半導體),8358 金居 (印刷電路板),2345 智邦 (通信網路),2454 聯發科 (半導體)
2019-08-29,2367 燿華 (印刷電路板),2454 聯發科 (半導體),3034 聯詠 (半導體),4551 智伸科 (汽車),2345 智邦 (通信網路)
2019-08-30,2367 燿華 (印刷電路板),3034 聯詠 (半導體),2316 楠梓電 (印刷電路板),8489 三貝德 (其他),2454 聯發科 (半導體)
2019-09-02,2337 旺宏 (半導體),3034 聯詠 (半導體),2316 楠梓電 (印刷電路板),2367 燿華 (印刷電路板),2379 瑞昱 (半導體)
2019-09-03,1102 亞泥 (水泥),2316 楠梓電 (印刷電路板),2313 華通 (印刷電路板),2615 萬海 (交通運輸及航運),8046 南電 (印刷電路板)
2019-09-04,2379 瑞昱 (半導體),4943 康控-KY (連接器),2337 旺宏 (半導體),8299 群聯 (半導體),3034 聯詠 (半導體)
2019-09-05,2313 華通 (印刷電路板),6213 聯茂 (印刷電路板),8299 群聯 (半導體),2337 旺宏 (半導體),3037 欣興 (印刷電路板)
2019-09-06,8358 金居 (印刷電路板),8086 宏捷科 (半導體),2337 旺宏 (半導體),1101 台泥 (水泥),2408 南亞科 (半導體)
2019-09-09,2456 奇力新 (被動元件),5876 上海商銀 (金融),2323 中環 (電腦及週邊設備),2890 永豐金 (金融),2352 佳世達 (人工智慧)
2019-09-10,1101 台泥 (水泥),4528 江興鍛 (電機機械),6278 台表科 (LED照明產業),2412 中華電 (智慧電網),4935 茂林-KY (LED照明產業)
2019-09-11,4935 茂林-KY (LED照明產業),1590 亞德客-KY (電機機械),9938 百和 (其他),4528 江興鍛 (電機機械),9910 豐泰 (其他)
2019-09-12,4528 江興鍛 (電機機械),4935 茂林-KY (LED照明產業),2233 宇隆 (電機機械),2360 致茂 (LED照明產業),6271 同欣電 (LED照明產業)
2019-09-16,8046 南電 (印刷電路板),6274 台燿 (印刷電路板),3037 欣興 (印刷電路板),4935 茂林-KY (LED照明產業),5457 宣德 (太空衛星科技)
2019-09-17,8046 南電 (印刷電路板),2367 燿華 (印刷電路板),6274 台燿 (印刷電路板),2313 華通 (印刷電路板),6505 台塑化 (油電燃氣)
2019-09-18,2455 全新 (半導體),3105 穩懋 (半導體),8046 南電 (印刷電路板),2408 南亞科 (半導體),3189 景碩 (半導體)
2019-09-19,3105 穩懋 (半導體),2337 旺宏 (半導體),2455 全新 (半導體),3661 世芯-KY (半導體),3189 景碩 (半導體)
2019-09-20,2337 旺宏 (半導體),4968 立積 (半導體),3661 世芯-KY (半導體),3443 創意 (半導體),6510 精測 (半導體)
2019-09-23,2337 旺宏 (半導體),6510 精測 (半導體),2408 南亞科 (半導體),6683 雍智科技 (半導體),4968 立積 (半導體)
2019-09-24,5483 中美晶 (半導體),6683 雍智科技 (半導體),2458 義隆 (半導體),2376 技嘉 (電動車輛產業),4968 立積 (半導體)
2019-09-25,2474 可成 (電腦及週邊設備),2352 佳世達 (人工智慧),3005 神基 (電腦及週邊設備),3163 波若威 (通信網路),6414 樺漢 (電腦及週邊設備)
2019-09-26,1795 美時 (製藥),2327 國巨 (被動元件),2489 瑞軒 (平面顯示器),4162 智擎 (製藥),6173 信昌電 (被動元件)
2019-09-27,6111 大宇資 (休閒娛樂),2514 龍邦 (休閒娛樂),6173 信昌電 (被動元件),8462 柏文 (休閒娛樂),6155 鈞寶 (被動元件)
2019-10-01,5212 凌網 (軟體服務),8436 大江 (食品生技),6449 鈺邦 (被動元件),1476 儒鴻 (紡織),
2019-10-02,4551 智伸科 (汽車),2492 華新科 (被動元件),8436 大江 (食品生技),1536 和大 (汽車),2882 國泰金 (金融)
2019-10-03,6271 同欣電 (LED照明產業),4935 茂林-KY (LED照明產業),2439 美律 (能源元件),3003 健和興 (其他),6121 新普 (能源元件)
2019-10-04,4935 茂林-KY (LED照明產業),6271 同欣電 (LED照明產業),3483 力致 (LED照明產業),2439 美律 (能源元件),6121 新普 (能源元件)
2019-10-07,6271 同欣電 (LED照明產業),3324 雙鴻 (電腦及週邊設備),2474 可成 (電腦及週邊設備),3483 力致 (LED照明產業),3653 健策 (半導體)
2019-10-08,3661 世芯-KY (半導體),3324 雙鴻 (電腦及週邊設備),2474 可成 (電腦及週邊設備),6643 M31 (半導體),6510 精測 (半導體)
2019-10-09,2392 正崴 (平面顯示器),6669 緯穎 (人工智慧),4137 麗豐-KY (食品生技),9935 慶豐富 (其他),5203 訊連 (人工智慧)
2019-10-14,2392 正崴 (平面顯示器),8086 宏捷科 (半導體),3443 創意 (半導體),6488 環球晶 (半導體),4968 立積 (半導體)
2019-10-15,6488 環球晶 (半導體),3443 創意 (半導體),5483 中美晶 (半導體),3105 穩懋 (半導體),3711 日月光投控 (半導體)
2019-10-16,3533 嘉澤 (連接器),3515 華擎 (區塊鏈),,,
2019-10-17,3533 嘉澤 (連接器),3691 碩禾 (太陽能產業),3526 凡甲 (連接器),6290 良維 (連接器),3515 華擎 (區塊鏈)
2019-10-18,6488 環球晶 (半導體),8086 宏捷科 (半導體),3189 景碩 (半導體),6138 茂達 (半導體),5483 中美晶 (半導體)
2019-10-21,3189 景碩 (半導體),8086 宏捷科 (半導體),6488 環球晶 (半導體),6438 迅得 (半導體),5483 中美晶 (半導體)
2019-10-22,3189 景碩 (半導體),8086 宏捷科 (半導體),6153 嘉聯益 (印刷電路板),2383 台光電 (印刷電路板),4943 康控-KY (連接器)
2019-10-23,6679 鈺太 (半導體),3374 精材 (半導體),6147 頎邦 (半導體),6462 神盾 (半導體),3661 世芯-KY (半導體)
2019-10-24,6278 台表科 (LED照明產業),3374 精材 (半導體),3034 聯詠 (半導體),6462 神盾 (半導體),3016 嘉晶 (半導體)
2019-10-25,6278 台表科 (LED照明產業),3374 精材 (半導體),3016 嘉晶 (半導體),3653 健策 (半導體),3034 聯詠 (半導體)
2019-10-28,3653 健策 (半導體),6510 精測 (半導體),8016 矽創 (半導體),3016 嘉晶 (半導體),6138 茂達 (半導體)
2019-10-29,3653 健策 (半導體),6510 精測 (半導體),2449 京元電子 (半導體),6138 茂達 (半導體),6257 矽格 (半導體)
2019-10-30,2454 聯發科 (半導體),6510 精測 (半導體),3374 精材 (半導體),3653 健策 (半導體),2303 聯電 (半導體)
2019-10-31,2520 冠德 (建材營造),2884 玉山金 (金融),2382 廣達 (運動科技),2887 台新新光金 (金融),2801 彰銀 (金融)
2019-11-01,9914 美利達 (休閒娛樂),3293 鈊象 (休閒娛樂),4123 晟德 (製藥),2382 廣達 (運動科技),3546 宇峻 (休閒娛樂)
2019-11-04,6558 興能高 (能源元件),1795 美時 (製藥),2801 彰銀 (金融),2382 廣達 (運動科技),2891 中信金 (金融)
2019-11-05,3034 聯詠 (半導體),1795 美時 (製藥),3653 健策 (半導體),2382 廣達 (運動科技),2454 聯發科 (半導體)
2019-11-06,8463 潤泰材 (其他),1795 美時 (製藥),1736 喬山 (其他),2882 國泰金 (金融),1402 遠東新 (建材營造)
2019-11-07,2888 新光金 (金融),2882 國泰金 (金融),8463 潤泰材 (其他),1402 遠東新 (建材營造),2823 中壽 (金融)
2019-11-08,6538 倉和 (其他),2317 鴻海 (通信網路),2881 富邦金 (金融),2882 國泰金 (金融),2891 中信金 (金融)
2019-11-11,2881 富邦金 (金融),2885 元大金 (金融),2891 中信金 (金融),2883 凱基金 (金融),2890 永豐金 (金融)
2019-11-12,8155 博智 (印刷電路板),3037 欣興 (印刷電路板),2888 新光金 (金融),6538 倉和 (其他),9802 鈺齊-KY (其他)
2019-11-13,8155 博智 (印刷電路板),3037 欣興 (印刷電路板),2886 兆豐金 (金融),2383 台光電 (印刷電路板),6251 定穎 (印刷電路板)
2019-11-14,2327 國巨 (被動元件),6138 茂達 (半導體),6510 精測 (半導體),3661 世芯-KY (半導體),4968 立積 (半導體)
2019-11-15,4935 茂林-KY (LED照明產業),2383 台光電 (印刷電路板),3037 欣興 (印刷電路板),2327 國巨 (被動元件),2368 金像電 (印刷電路板)
2019-11-18,3217 優群 (連接器),2891 中信金 (金融),3413 京鼎 (LED照明產業),3081 聯亞 (通信網路),6121 新普 (能源元件)
2019-11-19,2327 國巨 (被動元件),3189 景碩 (半導體),3217 優群 (連接器),2337 旺宏 (半導體),6121 新普 (能源元件)
2019-11-20,2474 可成 (電腦及週邊設備),6414 樺漢 (電腦及週邊設備),3231 緯創 (電腦及週邊設備),2371 大同 (LED照明產業),6278 台表科 (LED照明產業)
2019-11-21,2337 旺宏 (半導體),3374 精材 (半導體),2330 台積電 (半導體),2344 華邦電 (半導體),5457 宣德 (太空衛星科技)
2019-11-22,6278 台表科 (LED照明產業),6414 樺漢 (電腦及週邊設備),3231 緯創 (電腦及週邊設備),5434 崇越 (LED照明產業),2356 英業達 (電腦及週邊設備)
2019-11-25,6196 帆宣 (其他),1565 精華 (醫療器材),3533 嘉澤 (連接器),3587 閎康 (其他),1736 喬山 (其他)
2019-11-26,6278 台表科 (LED照明產業),6147 頎邦 (半導體),4935 茂林-KY (LED照明產業),3653 健策 (半導體),2303 聯電 (半導體)
2019-11-27,8086 宏捷科 (半導體),6278 台表科 (LED照明產業),3653 健策 (半導體),4935 茂林-KY (LED照明產業),3189 景碩 (半導體)
2019-11-28,4935 茂林-KY (LED照明產業),5457 宣德 (太空衛星科技),1565 精華 (醫療器材),6121 新普 (能源元件),3023 信邦 (LED照明產業)
2019-11-29,5457 宣德 (太空衛星科技),2456 奇力新 (被動元件),2618 長榮航 (交通運輸及航運),3042 晶技 (被動元件),5607 遠雄港 (交通運輸及航運)
2019-12-02,3481 群創 (平面顯示器),6176 瑞儀 (平面顯示器),3042 晶技 (被動元件),2618 長榮航 (交通運輸及航運),2603 長榮 (交通運輸及航運)
2019-12-03,2327 國巨 (被動元件),2049 上銀 (自動化),3042 晶技 (被動元件),6290 良維 (連接器),8182 加高 (被動元件)
2019-12-04,2327 國巨 (被動元件),8182 加高 (被動元件),3042 晶技 (被動元件),3533 嘉澤 (連接器),5457 宣德 (太空衛星科技)
2019-12-05,2408 南亞科 (半導體),5483 中美晶 (半導體),2303 聯電 (半導體),5347 世界 (半導體),2327 國巨 (被動元件)
2019-12-06,5483 中美晶 (半導體),2303 聯電 (半導體),6510 精測 (半導體),6488 環球晶 (半導體),2327 國巨 (被動元件)
2019-12-09,3529 力旺 (半導體),2303 聯電 (半導體),3661 世芯-KY (半導體),5457 宣德 (太空衛星科技),6271 同欣電 (LED照明產業)
2019-12-10,3260 威剛 (LED照明產業),5457 宣德 (太空衛星科技),3131 弘塑 (半導體),3529 力旺 (半導體),2344 華邦電 (半導體)
2019-12-11,3131 弘塑 (半導體),3413 京鼎 (LED照明產業),3260 威剛 (LED照明產業),3529 力旺 (半導體),2408 南亞科 (半導體)
2019-12-12,3413 京鼎 (LED照明產業),3131 弘塑 (半導體),6510 精測 (半導體),3711 日月光投控 (半導體),6271 同欣電 (LED照明產業)
2019-12-13,2408 南亞科 (半導體),3413 京鼎 (LED照明產業),3711 日月光投控 (半導體),3260 威剛 (LED照明產業),3131 弘塑 (半導體)
2019-12-16,2408 南亞科 (半導體),6239 力成 (半導體),2409 友達 (太陽能產業),2303 聯電 (半導體),2454 聯發科 (半導體)
2019-12-17,2408 南亞科 (半導體),3260 威剛 (LED照明產業),2344 華邦電 (半導體),2454 聯發科 (半導體),2303 聯電 (半導體)
2019-12-18,2408 南亞科 (半導體),3260 威剛 (LED照明產業),6679 鈺太 (半導體),2330 台積電 (半導體),2303 聯電 (半導體)
2019-12-19,2408 南亞科 (半導體),3260 威剛 (LED照明產業),3006 晶豪科 (半導體),3374 精材 (半導體),6278 台表科 (LED照明產業)
2019-12-20,4935 茂林-KY (LED照明產業),3260 威剛 (LED照明產業),6435 大中 (半導體),2408 南亞科 (半導體),2456 奇力新 (被動元件)
2019-12-23,2404 漢唐 (其他),1102 亞泥 (水泥),2492 華新科 (被動元件),6698 旭暉應材 (其他),2456 奇力新 (被動元件)
2019-12-24,2492 華新科 (被動元件),2404 漢唐 (其他),9938 百和 (其他),2456 奇力新 (被動元件),6698 旭暉應材 (其他)
2019-12-25,2456 奇力新 (被動元件),2492 華新科 (被動元件),6173 信昌電 (被動元件),2404 漢唐 (其他),3665 貿聯-KY (休閒娛樂)
2019-12-26,6230 尼得科超眾 (電腦及週邊設備),8299 群聯 (半導體),3019 亞光 (電腦及週邊設備),3653 健策 (半導體),5483 中美晶 (半導體)
2019-12-27,2492 華新科 (被動元件),2456 奇力新 (被動元件),2360 致茂 (LED照明產業),6173 信昌電 (被動元件),1909 榮成 (造紙)
2019-12-30,2492 華新科 (被動元件),8299 群聯 (半導體),2327 國巨 (被動元件),2360 致茂 (LED照明產業),3081 聯亞 (通信網路)
2019-12-31,3665 貿聯-KY (休閒娛樂),2492 華新科 (被動元件),2014 中鴻 (鋼鐵),3083 網龍 (休閒娛樂),1101 台泥 (水泥)
2020-01-02,3548 兆利 (電腦及週邊設備),3376 新日興 (電腦及週邊設備),2492 華新科 (被動元件),3019 亞光 (電腦及週邊設備),2049 上銀 (自動化)
2020-01-03,3563 牧德 (印刷電路板),6269 台郡 (印刷電路板),2492 華新科 (被動元件),4958 臻鼎-KY (印刷電路板),8039 台虹 (印刷電路板)
2020-01-06,2327 國巨 (被動元件),1909 榮成 (造紙),6173 信昌電 (被動元件),3515 華擎 (區塊鏈),1904 正隆 (造紙)
2020-01-07,2809 京城銀 (金融),3665 貿聯-KY (休閒娛樂),1909 榮成 (造紙),2884 玉山金 (金融),3515 華擎 (區塊鏈)
2020-01-08,8996 高力 (電機機械),2884 玉山金 (金融),2891 中信金 (金融),2809 京城銀 (金融),2886 兆豐金 (金融)
2020-01-09,3481 群創 (平面顯示器),3293 鈊象 (休閒娛樂),2891 中信金 (金融),2884 玉山金 (金融),2886 兆豐金 (金融)
2020-01-10,3227 原相 (人工智慧),2886 兆豐金 (金融),3293 鈊象 (休閒娛樂),2884 玉山金 (金融),2890 永豐金 (金融)
2020-01-13,3260 威剛 (LED照明產業),4935 茂林-KY (LED照明產業),6213 聯茂 (印刷電路板),8046 南電 (印刷電路板),2360 致茂 (LED照明產業)
2020-01-14,3037 欣興 (印刷電路板),6213 聯茂 (印刷電路板),3260 威剛 (LED照明產業),4977 眾達-KY (通信網路),8046 南電 (印刷電路板)
2020-01-15,3450 聯鈞 (半導體),4977 眾達-KY (通信網路),3661 世芯-KY (半導體),2458 義隆 (半導體),3227 原相 (人工智慧)
2020-01-16,4935 茂林-KY (LED照明產業),2049 上銀 (自動化),6271 同欣電 (LED照明產業),2456 奇力新 (被動元件),2327 國巨 (被動元件)
2020-01-17,4935 茂林-KY (LED照明產業),2456 奇力新 (被動元件),6416 瑞祺電通 (通信網路),3481 群創 (平面顯示器),2049 上銀 (自動化)
2020-01-20,4935 茂林-KY (LED照明產業),2886 兆豐金 (金融),2049 上銀 (自動化),2892 第一金 (金融),6121 新普 (能源元件)
2020-01-30,2892 第一金 (金融),2886 兆豐金 (金融),2049 上銀 (自動化),2884 玉山金 (金融),8926 台汽電 (太陽能產業)
2020-01-31,2886 兆豐金 (金融),2884 玉山金 (金融),2892 第一金 (金融),2891 中信金 (金融),2885 元大金 (金融)
2020-02-03,2409 友達 (太陽能產業),4142 國光生 (製藥),2886 兆豐金 (金融),2884 玉山金 (金融),2892 第一金 (金融)
2020-02-04,2409 友達 (太陽能產業),2049 上銀 (自動化),1714 和桐 (石化及塑橡膠),4736 泰博 (醫療器材),8926 台汽電 (太陽能產業)
2020-02-05,3515 華擎 (區塊鏈),2492 華新科 (被動元件),4401 東隆興 (紡織),2456 奇力新 (被動元件),6472 保瑞 (製藥)
2020-02-06,2303 聯電 (半導體),5483 中美晶 (半導體),8086 宏捷科 (半導體),3515 華擎 (區塊鏈),2337 旺宏 (半導體)
2020-02-07,3227 原相 (人工智慧),2409 友達 (太陽能產業),2884 玉山金 (金融),2049 上銀 (自動化),2801 彰銀 (金融)
2020-02-10,3227 原相 (人工智慧),2327 國巨 (被動元件),2409 友達 (太陽能產業),5203 訊連 (人工智慧),6285 啟碁 (太空衛星科技)
2020-02-11,3227 原相 (人工智慧),2327 國巨 (被動元件),3260 威剛 (LED照明產業),3023 信邦 (LED照明產業),2409 友達 (太陽能產業)
2020-02-12,6213 聯茂 (印刷電路板),6269 台郡 (印刷電路板),3105 穩懋 (半導體),3227 原相 (人工智慧),2455 全新 (半導體)
2020-02-13,4927 泰鼎-KY (印刷電路板),8155 博智 (印刷電路板),8046 南電 (印刷電路板),6269 台郡 (印刷電路板),2376 技嘉 (電動車輛產業)
2020-02-14,8155 博智 (印刷電路板),4927 泰鼎-KY (印刷電路板),6269 台郡 (印刷電路板),6278 台表科 (LED照明產業),4966 譜瑞-KY (元宇宙)
2020-02-17,8155 博智 (印刷電路板),6269 台郡 (印刷電路板),2327 國巨 (被動元件),6278 台表科 (LED照明產業),8046 南電 (印刷電路板)
2020-02-18,3706 神達 (人工智慧),6278 台表科 (LED照明產業),3042 晶技 (被動元件),2049 上銀 (自動化),2327 國巨 (被動元件)
2020-02-19,3706 神達 (人工智慧),1909 榮成 (造紙),2049 上銀 (自動化),1707 葡萄王 (食品生技),3669 圓展 (人工智慧)
2020-02-20,3706 神達 (人工智慧),1909 榮成 (造紙),1707 葡萄王 (食品生技),3227 原相 (人工智慧),2345 智邦 (通信網路)
2020-02-21,1707 葡萄王 (食品生技),1909 榮成 (造紙),6472 保瑞 (製藥),8926 台汽電 (太陽能產業),3691 碩禾 (太陽能產業)
2020-02-24,8046 南電 (印刷電路板),6213 聯茂 (印刷電路板),1909 榮成 (造紙),2886 兆豐金 (金融),2809 京城銀 (金融)
2020-02-25,8046 南電 (印刷電路板),6213 聯茂 (印刷電路板),1909 榮成 (造紙),8155 博智 (印刷電路板),1904 正隆 (造紙)
2020-02-26,1904 正隆 (造紙),1909 榮成 (造紙),6213 聯茂 (印刷電路板),8046 南電 (印刷電路板),3227 原相 (人工智慧)
2020-02-27,1909 榮成 (造紙),1904 正隆 (造紙),3338 泰碩 (電腦及週邊設備),4119 旭富 (製藥),2891 中信金 (金融)
2020-03-02,1909 榮成 (造紙),1904 正隆 (造紙),2886 兆豐金 (金融),2002 中鋼 (鋼鐵),2891 中信金 (金融)
2020-03-03,3217 優群 (連接器),2368 金像電 (印刷電路板),3450 聯鈞 (半導體),6213 聯茂 (印刷電路板),5274 信驊 (半導體)
2020-03-04,2368 金像電 (印刷電路板),8046 南電 (印刷電路板),8016 矽創 (半導體),1904 正隆 (造紙),1909 榮成 (造紙)
2020-03-05,2368 金像電 (印刷電路板),3526 凡甲 (連接器),3217 優群 (連接器),8016 矽創 (半導體),6202 盛群 (半導體)
2020-03-06,2368 金像電 (印刷電路板),8271 宇瞻 (半導體),6202 盛群 (半導體),6213 聯茂 (印刷電路板),5269 祥碩 (半導體)
2020-03-09,2368 金像電 (印刷電路板),1789 神隆 (製藥),6416 瑞祺電通 (通信網路),4746 台耀 (製藥),2313 華通 (印刷電路板)
2020-03-10,2368 金像電 (印刷電路板),6416 瑞祺電通 (通信網路),4746 台耀 (製藥),4119 旭富 (製藥),2345 智邦 (通信網路)
2020-03-11,4746 台耀 (製藥),6416 瑞祺電通 (通信網路),4966 譜瑞-KY (元宇宙),2480 敦陽科 (人工智慧),2439 美律 (能源元件)
2020-03-12,4746 台耀 (製藥),1101 台泥 (水泥),1786 科妍 (製藥),,
2020-03-13,2886 兆豐金 (金融),1101 台泥 (水泥),6561 是方 (大數據),2382 廣達 (運動科技),2637 慧洋-KY (交通運輸及航運)
2020-03-16,1904 正隆 (造紙),2382 廣達 (運動科技),1707 葡萄王 (食品生技),,
2020-03-17,8436 大江 (食品生技),1707 葡萄王 (食品生技),1102 亞泥 (水泥),3217 優群 (連接器),3533 嘉澤 (連接器)
2020-03-18,4904 遠傳 (大數據),1707 葡萄王 (食品生技),1102 亞泥 (水泥),1101 台泥 (水泥),2395 研華 (智慧電網)
2020-03-19,2912 統一超 (貿易百貨),2395 研華 (智慧電網),,,
2020-03-20,2912 統一超 (貿易百貨),4966 譜瑞-KY (元宇宙),2395 研華 (智慧電網),5876 上海商銀 (金融),
2020-03-23,3217 優群 (連接器),3533 嘉澤 (連接器),1102 亞泥 (水泥),2395 研華 (智慧電網),1101 台泥 (水泥)
2020-03-24,3533 嘉澤 (連接器),3152 璟德 (通信網路),3081 聯亞 (通信網路),3217 優群 (連接器),2892 第一金 (金融)
2020-03-25,3037 欣興 (印刷電路板),3227 原相 (人工智慧),2313 華通 (印刷電路板),6213 聯茂 (印刷電路板),2368 金像電 (印刷電路板)
2020-03-26,2313 華通 (印刷電路板),4935 茂林-KY (LED照明產業),3037 欣興 (印刷電路板),8155 博智 (印刷電路板),4958 臻鼎-KY (印刷電路板)
2020-03-27,2313 華通 (印刷電路板),8046 南電 (印刷電路板),3376 新日興 (電腦及週邊設備),3037 欣興 (印刷電路板),4119 旭富 (製藥)
2020-03-30,8046 南電 (印刷電路板),2313 華通 (印刷電路板),4966 譜瑞-KY (元宇宙),6121 新普 (能源元件),6251 定穎 (印刷電路板)
2020-03-31,2368 金像電 (印刷電路板),8046 南電 (印刷電路板),2376 技嘉 (電動車輛產業),2313 華通 (印刷電路板),6274 台燿 (印刷電路板)
2020-04-01,2376 技嘉 (電動車輛產業),2368 金像電 (印刷電路板),3515 華擎 (區塊鏈),6274 台燿 (印刷電路板),2377 微星 (電腦及週邊設備)
2020-04-06,3515 華擎 (區塊鏈),2376 技嘉 (電動車輛產業),3481 群創 (平面顯示器),3227 原相 (人工智慧),6669 緯穎 (人工智慧)
2020-04-07,4935 茂林-KY (LED照明產業),2408 南亞科 (半導體),2337 旺宏 (半導體),3042 晶技 (被動元件),2392 正崴 (平面顯示器)
2020-04-08,2408 南亞科 (半導體),2337 旺宏 (半導體),2456 奇力新 (被動元件),6176 瑞儀 (平面顯示器),3563 牧德 (印刷電路板)
2020-04-09,2201 裕隆 (汽車),2421 建準 (平面顯示器),6176 瑞儀 (平面顯示器),6285 啟碁 (太空衛星科技),2408 南亞科 (半導體)
2020-04-10,2421 建準 (平面顯示器),2327 國巨 (被動元件),6176 瑞儀 (平面顯示器),8069 元太 (平面顯示器),6285 啟碁 (太空衛星科技)
2020-04-13,3037 欣興 (印刷電路板),4927 泰鼎-KY (印刷電路板),2327 國巨 (被動元件),6230 尼得科超眾 (電腦及週邊設備),5469 瀚宇博 (印刷電路板)
2020-04-14,8046 南電 (印刷電路板),3037 欣興 (印刷電路板),3042 晶技 (被動元件),2327 國巨 (被動元件),2603 長榮 (交通運輸及航運)
2020-04-15,3042 晶技 (被動元件),8046 南電 (印刷電路板),4551 智伸科 (汽車),4746 台耀 (製藥),2603 長榮 (交通運輸及航運)
2020-04-16,3042 晶技 (被動元件),8436 大江 (食品生技),2492 華新科 (被動元件),3017 奇鋐 (電腦及週邊設備),4147 中裕 (製藥)
2020-04-17,3042 晶技 (被動元件),8046 南電 (印刷電路板),6251 定穎 (印刷電路板),3563 牧德 (印刷電路板),3037 欣興 (印刷電路板)
2020-04-20,3017 奇鋐 (電腦及週邊設備),6278 台表科 (LED照明產業),3026 禾伸堂 (LED照明產業),2492 華新科 (被動元件),3042 晶技 (被動元件)
2020-04-21,1590 亞德客-KY (電機機械),3026 禾伸堂 (LED照明產業),4966 譜瑞-KY (元宇宙),3346 麗清 (LED照明產業),6223 旺矽 (LED照明產業)
2020-04-22,3217 優群 (連接器),4966 譜瑞-KY (元宇宙),6290 良維 (連接器),1589 永冠-KY (能源元件),4147 中裕 (製藥)
2020-04-23,3152 璟德 (通信網路),6426 統新 (通信網路),6121 新普 (能源元件),2345 智邦 (通信網路),4743 合一 (製藥)
2020-04-24,3026 禾伸堂 (LED照明產業),4935 茂林-KY (LED照明產業),6121 新普 (能源元件),3042 晶技 (被動元件),3413 京鼎 (LED照明產業)
2020-04-27,3413 京鼎 (LED照明產業),3374 精材 (半導體),2303 聯電 (半導體),2327 國巨 (被動元件),6426 統新 (通信網路)
2020-04-28,3017 奇鋐 (電腦及週邊設備),2327 國巨 (被動元件),2368 金像電 (印刷電路板),6269 台郡 (印刷電路板),4935 茂林-KY (LED照明產業)
2020-04-29,3037 欣興 (印刷電路板),3081 聯亞 (通信網路),2368 金像電 (印刷電路板),6504 南六 (石化及塑橡膠),8046 南電 (印刷電路板)
2020-04-30,2313 華通 (印刷電路板),3037 欣興 (印刷電路板),2618 長榮航 (交通運輸及航運),1303 南亞 (印刷電路板),9921 巨大 (休閒娛樂)
2020-05-04,3037 欣興 (印刷電路板),2313 華通 (印刷電路板),8358 金居 (印刷電路板),1303 南亞 (印刷電路板),4958 臻鼎-KY (印刷電路板)
2020-05-05,4958 臻鼎-KY (印刷電路板),6274 台燿 (印刷電路板),8358 金居 (印刷電路板),2383 台光電 (印刷電路板),2313 華通 (印刷電路板)
2020-05-06,4958 臻鼎-KY (印刷電路板),6274 台燿 (印刷電路板),8358 金居 (印刷電路板),1305 華夏 (石化及塑橡膠),4746 台耀 (製藥)
2020-05-07,6278 台表科 (LED照明產業),4958 臻鼎-KY (印刷電路板),2313 華通 (印刷電路板),1760 寶齡富錦 (石化及塑橡膠),2383 台光電 (印刷電路板)
2020-05-08,2383 台光電 (印刷電路板),6278 台表科 (LED照明產業),6706 惠特 (LED照明產業),6271 同欣電 (LED照明產業),6274 台燿 (印刷電路板)
2020-05-11,6278 台表科 (LED照明產業),2383 台光電 (印刷電路板),2313 華通 (印刷電路板),6706 惠特 (LED照明產業),3596 智易 (通信網路)
