,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14
2020-07-10,3034 聯詠 (半導體),9914 美利達 (休閒娛樂),3017 奇鋐 (電腦及週邊設備),2449 京元電子 (半導體),6510 精測 (半導體),2356 英業達 (電腦及週邊設備),3376 新日興 (電腦及週邊設備),2379 瑞昱 (半導體),8299 群聯 (半導體),3260 威剛 (LED照明產業),,,,,
2020-07-13,9914 美利達 (休閒娛樂),3017 奇鋐 (電腦及週邊設備),2356 英業達 (電腦及週邊設備),2376 技嘉 (電動車輛產業),3376 新日興 (電腦及週邊設備),3260 威剛 (LED照明產業),,,,,,,,,
2020-07-14,2356 英業達 (電腦及週邊設備),9914 美利達 (休閒娛樂),3017 奇鋐 (電腦及週邊設備),6443 元晶 (太陽能產業),3481 群創 (平面顯示器),3691 碩禾 (太陽能產業),3260 威剛 (LED照明產業),3231 緯創 (電腦及週邊設備),,,,,,,
2020-07-15,3017 奇鋐 (電腦及週邊設備),3324 雙鴻 (電腦及週邊設備),9914 美利達 (休閒娛樂),2385 群光 (電腦及週邊設備),3481 群創 (平面顯示器),3231 緯創 (電腦及週邊設備),1101 台泥 (水泥),,,,,,,,
2020-07-16,3324 雙鴻 (電腦及週邊設備),3017 奇鋐 (電腦及週邊設備),3231 緯創 (電腦及週邊設備),2520 冠德 (建材營造),3481 群創 (平面顯示器),2489 瑞軒 (平面顯示器),1101 台泥 (水泥),9958 世紀鋼 (建材營造),2474 可成 (電腦及週邊設備),,,,,,
2020-07-17,3231 緯創 (電腦及週邊設備),3324 雙鴻 (電腦及週邊設備),3017 奇鋐 (電腦及週邊設備),2377 微星 (電腦及週邊設備),2883 凱基金 (金融),2520 冠德 (建材營造),2886 兆豐金 (金融),2354 鴻準 (其他),2385 群光 (電腦及週邊設備),2881 富邦金 (金融),2890 永豐金 (金融),9958 世紀鋼 (建材營造),,,
2020-07-20,2886 兆豐金 (金融),2368 金像電 (印刷電路板),3324 雙鴻 (電腦及週邊設備),5457 宣德 (太空衛星科技),2890 永豐金 (金融),3017 奇鋐 (電腦及週邊設備),2382 廣達 (運動科技),2881 富邦金 (金融),2385 群光 (電腦及週邊設備),2891 中信金 (金融),8046 南電 (印刷電路板),,,,
2020-07-21,2313 華通 (印刷電路板),3037 欣興 (印刷電路板),3017 奇鋐 (電腦及週邊設備),8046 南電 (印刷電路板),3324 雙鴻 (電腦及週邊設備),2303 聯電 (半導體),3042 晶技 (被動元件),2368 金像電 (印刷電路板),2382 廣達 (運動科技),6269 台郡 (印刷電路板),8039 台虹 (印刷電路板),2454 聯發科 (半導體),3189 景碩 (半導體),2327 國巨 (被動元件),8299 群聯 (半導體)
2020-07-22,8046 南電 (印刷電路板),2313 華通 (印刷電路板),3017 奇鋐 (電腦及週邊設備),2303 聯電 (半導體),3037 欣興 (印刷電路板),3529 力旺 (半導體),3661 世芯-KY (半導體),2368 金像電 (印刷電路板),2382 廣達 (運動科技),2454 聯發科 (半導體),3042 晶技 (被動元件),3702 大聯大 (半導體),2377 微星 (電腦及週邊設備),5347 世界 (半導體),3324 雙鴻 (電腦及週邊設備)
2020-07-23,2303 聯電 (半導體),8046 南電 (印刷電路板),3661 世芯-KY (半導體),2313 華通 (印刷電路板),3529 力旺 (半導體),3042 晶技 (被動元件),2382 廣達 (運動科技),5347 世界 (半導體),2458 義隆 (半導體),2377 微星 (電腦及週邊設備),3231 緯創 (電腦及週邊設備),3037 欣興 (印刷電路板),2353 宏碁 (電腦及週邊設備),3711 日月光投控 (半導體),2337 旺宏 (半導體)
2020-07-24,2376 技嘉 (電動車輛產業),6176 瑞儀 (平面顯示器),3702 大聯大 (半導體),2382 廣達 (運動科技),5347 世界 (半導體),8046 南電 (印刷電路板),2337 旺宏 (半導體),6510 精測 (半導體),8299 群聯 (半導體),2408 南亞科 (半導體),3035 智原 (半導體),6239 力成 (半導體),4938 和碩 (半導體),8086 宏捷科 (半導體),
2020-07-27,2382 廣達 (運動科技),5347 世界 (半導體),3702 大聯大 (半導體),2327 國巨 (被動元件),6510 精測 (半導體),2886 兆豐金 (金融),8299 群聯 (半導體),2890 永豐金 (金融),6239 力成 (半導體),2884 玉山金 (金融),,,,,
2020-07-28,6176 瑞儀 (平面顯示器),2454 聯發科 (半導體),3042 晶技 (被動元件),3034 聯詠 (半導體),3653 健策 (半導體),2382 廣達 (運動科技),2458 義隆 (半導體),3105 穩懋 (半導體),3374 精材 (半導體),6239 力成 (半導體),3661 世芯-KY (半導體),3711 日月光投控 (半導體),2890 永豐金 (金融),2347 聯強 (半導體),3702 大聯大 (半導體)
2020-07-29,6176 瑞儀 (平面顯示器),,,,,,,,,,,,,,
2020-07-30,6176 瑞儀 (平面顯示器),2376 技嘉 (電動車輛產業),3293 鈊象 (休閒娛樂),2421 建準 (平面顯示器),,,,,,,,,,,
2020-07-31,3653 健策 (半導體),3034 聯詠 (半導體),3189 景碩 (半導體),3711 日月光投控 (半導體),2382 廣達 (運動科技),2886 兆豐金 (金融),6443 元晶 (太陽能產業),9914 美利達 (休閒娛樂),2379 瑞昱 (半導體),2408 南亞科 (半導體),3293 鈊象 (休閒娛樂),5347 世界 (半導體),2882 國泰金 (金融),2881 富邦金 (金融),6239 力成 (半導體)
2020-08-03,3552 同致 (汽車),5457 宣德 (太空衛星科技),2201 裕隆 (汽車),,,,,,,,,,,,
2020-08-04,3034 聯詠 (半導體),3661 世芯-KY (半導體),3529 力旺 (半導體),3231 緯創 (電腦及週邊設備),2454 聯發科 (半導體),3374 精材 (半導體),3042 晶技 (被動元件),3227 原相 (人工智慧),2327 國巨 (被動元件),2377 微星 (電腦及週邊設備),4919 新唐 (半導體),2353 宏碁 (電腦及週邊設備),2337 旺宏 (半導體),,
2020-08-05,5457 宣德 (太空衛星科技),3042 晶技 (被動元件),2421 建準 (平面顯示器),3552 同致 (汽車),2327 國巨 (被動元件),3227 原相 (人工智慧),2357 華碩 (人工智慧),2492 華新科 (被動元件),6176 瑞儀 (平面顯示器),,,,,,
2020-08-06,3042 晶技 (被動元件),3324 雙鴻 (電腦及週邊設備),2327 國巨 (被動元件),2385 群光 (電腦及週邊設備),2354 鴻準 (其他),6173 信昌電 (被動元件),,,,,,,,,
2020-08-07,2201 裕隆 (汽車),,,,,,,,,,,,,,
2020-08-10,2603 長榮 (交通運輸及航運),3691 碩禾 (太陽能產業),2409 友達 (太陽能產業),2404 漢唐 (其他),,,,,,,,,,,
2020-08-11,2603 長榮 (交通運輸及航運),5880 合庫金 (金融),5876 上海商銀 (金融),2884 玉山金 (金融),2890 永豐金 (金融),,,,,,,,,,
2020-08-12,3037 欣興 (印刷電路板),2368 金像電 (印刷電路板),2603 長榮 (交通運輸及航運),,,,,,,,,,,,
2020-08-13,2376 技嘉 (電動車輛產業),1609 大亞 (其他),8039 台虹 (印刷電路板),,,,,,,,,,,,
2020-08-14,2382 廣達 (運動科技),2376 技嘉 (電動車輛產業),6116 彩晶 (平面顯示器),2421 建準 (平面顯示器),,,,,,,,,,,
2020-08-17,2382 廣達 (運動科技),5457 宣德 (太空衛星科技),2376 技嘉 (電動車輛產業),,,,,,,,,,,,
2020-08-18,5457 宣德 (太空衛星科技),2603 長榮 (交通運輸及航運),2382 廣達 (運動科技),,,,,,,,,,,,
2020-08-19,2603 長榮 (交通運輸及航運),5457 宣德 (太空衛星科技),3380 明泰 (太空衛星科技),,,,,,,,,,,,
2020-08-20,2603 長榮 (交通運輸及航運),,,,,,,,,,,,,,
2020-08-21,2603 長榮 (交通運輸及航運),3293 鈊象 (休閒娛樂),2377 微星 (電腦及週邊設備),6188 廣明 (電腦及週邊設備),3231 緯創 (電腦及週邊設備),2357 華碩 (人工智慧),,,,,,,,,
2020-08-24,3017 奇鋐 (電腦及週邊設備),6188 廣明 (電腦及週邊設備),3293 鈊象 (休閒娛樂),3078 僑威 (電腦及週邊設備),2352 佳世達 (人工智慧),2377 微星 (電腦及週邊設備),2353 宏碁 (電腦及週邊設備),3231 緯創 (電腦及週邊設備),2357 華碩 (人工智慧),6669 緯穎 (人工智慧),,,,,
2020-08-25,2603 長榮 (交通運輸及航運),3017 奇鋐 (電腦及週邊設備),6188 廣明 (電腦及週邊設備),5457 宣德 (太空衛星科技),3293 鈊象 (休閒娛樂),3078 僑威 (電腦及週邊設備),3231 緯創 (電腦及週邊設備),2377 微星 (電腦及週邊設備),6669 緯穎 (人工智慧),3324 雙鴻 (電腦及週邊設備),2357 華碩 (人工智慧),,,,
2020-08-26,2603 長榮 (交通運輸及航運),3078 僑威 (電腦及週邊設備),3293 鈊象 (休閒娛樂),3005 神基 (電腦及週邊設備),5457 宣德 (太空衛星科技),2404 漢唐 (其他),2385 群光 (電腦及週邊設備),3324 雙鴻 (電腦及週邊設備),,,,,,,
2020-08-27,9958 世紀鋼 (建材營造),3293 鈊象 (休閒娛樂),2520 冠德 (建材營造),2603 長榮 (交通運輸及航運),5457 宣德 (太空衛星科技),,,,,,,,,,
2020-08-28,3481 群創 (平面顯示器),2603 長榮 (交通運輸及航運),3552 同致 (汽車),,,,,,,,,,,,
2020-08-31,2603 長榮 (交通運輸及航運),9958 世紀鋼 (建材營造),2409 友達 (太陽能產業),,,,,,,,,,,,
2020-09-01,2409 友達 (太陽能產業),2603 長榮 (交通運輸及航運),2520 冠德 (建材營造),,,,,,,,,,,,
2020-09-02,3481 群創 (平面顯示器),2409 友達 (太陽能產業),2324 仁寶 (平面顯示器),3691 碩禾 (太陽能產業),6188 廣明 (電腦及週邊設備),3231 緯創 (電腦及週邊設備),,,,,,,,,
2020-09-03,3481 群創 (平面顯示器),2409 友達 (太陽能產業),9958 世紀鋼 (建材營造),5347 世界 (半導體),3374 精材 (半導體),5274 信驊 (半導體),3034 聯詠 (半導體),2337 旺宏 (半導體),2324 仁寶 (平面顯示器),2408 南亞科 (半導體),3105 穩懋 (半導體),8086 宏捷科 (半導體),3680 家登 (半導體),,
2020-09-04,2409 友達 (太陽能產業),3481 群創 (平面顯示器),8046 南電 (印刷電路板),2520 冠德 (建材營造),8163 達方 (平面顯示器),2324 仁寶 (平面顯示器),,,,,,,,,
2020-09-07,2409 友達 (太陽能產業),2603 長榮 (交通運輸及航運),3481 群創 (平面顯示器),2520 冠德 (建材營造),,,,,,,,,,,
2020-09-09,2327 國巨 (被動元件),3042 晶技 (被動元件),2492 華新科 (被動元件),,,,,,,,,,,,
2020-09-10,2303 聯電 (半導體),2409 友達 (太陽能產業),1513 中興電 (太陽能產業),2603 長榮 (交通運輸及航運),6443 元晶 (太陽能產業),3481 群創 (平面顯示器),3042 晶技 (被動元件),6116 彩晶 (平面顯示器),2327 國巨 (被動元件),8069 元太 (平面顯示器),3711 日月光投控 (半導體),2492 華新科 (被動元件),2449 京元電子 (半導體),3443 創意 (半導體),
2020-09-11,8086 宏捷科 (半導體),2303 聯電 (半導體),3042 晶技 (被動元件),3661 世芯-KY (半導體),2330 台積電 (半導體),3105 穩懋 (半導體),2327 國巨 (被動元件),3711 日月光投控 (半導體),2449 京元電子 (半導體),,,,,,
2020-09-14,8086 宏捷科 (半導體),2327 國巨 (被動元件),2313 華通 (印刷電路板),3042 晶技 (被動元件),2303 聯電 (半導體),2330 台積電 (半導體),2376 技嘉 (電動車輛產業),3661 世芯-KY (半導體),3105 穩懋 (半導體),3189 景碩 (半導體),2317 鴻海 (通信網路),5347 世界 (半導體),3711 日月光投控 (半導體),,
2020-09-15,2303 聯電 (半導體),8086 宏捷科 (半導體),3152 璟德 (通信網路),3189 景碩 (半導體),3661 世芯-KY (半導體),2330 台積電 (半導體),3105 穩懋 (半導體),2313 華通 (印刷電路板),3374 精材 (半導體),3042 晶技 (被動元件),2317 鴻海 (通信網路),6510 精測 (半導體),6239 力成 (半導體),3711 日月光投控 (半導體),2481 強茂 (半導體)
2020-09-16,3661 世芯-KY (半導體),8086 宏捷科 (半導體),2303 聯電 (半導體),3105 穩懋 (半導體),3189 景碩 (半導體),3529 力旺 (半導體),2330 台積電 (半導體),8046 南電 (印刷電路板),2458 義隆 (半導體),3374 精材 (半導體),2383 台光電 (印刷電路板),6443 元晶 (太陽能產業),3653 健策 (半導體),3264 欣銓 (半導體),2481 強茂 (半導體)
2020-09-17,2303 聯電 (半導體),8086 宏捷科 (半導體),3661 世芯-KY (半導體),8046 南電 (印刷電路板),6147 頎邦 (半導體),3189 景碩 (半導體),3529 力旺 (半導體),2458 義隆 (半導體),2379 瑞昱 (半導體),2481 強茂 (半導體),3034 聯詠 (半導體),3653 健策 (半導體),3533 嘉澤 (連接器),3105 穩懋 (半導體),8358 金居 (印刷電路板)
2020-09-18,2303 聯電 (半導體),3661 世芯-KY (半導體),3189 景碩 (半導體),6147 頎邦 (半導體),2379 瑞昱 (半導體),2481 強茂 (半導體),3034 聯詠 (半導體),8086 宏捷科 (半導體),3653 健策 (半導體),2458 義隆 (半導體),3105 穩懋 (半導體),,,,
2020-09-21,6147 頎邦 (半導體),3661 世芯-KY (半導體),3653 健策 (半導體),2376 技嘉 (電動車輛產業),3105 穩懋 (半導體),2481 強茂 (半導體),,,,,,,,,
2020-09-22,3481 群創 (平面顯示器),,,,,,,,,,,,,,
2020-09-23,3533 嘉澤 (連接器),2421 建準 (平面顯示器),3481 群創 (平面顯示器),,,,,,,,,,,,
2020-09-24,2303 聯電 (半導體),3533 嘉澤 (連接器),3661 世芯-KY (半導體),6443 元晶 (太陽能產業),6147 頎邦 (半導體),3034 聯詠 (半導體),3529 力旺 (半導體),8086 宏捷科 (半導體),2454 聯發科 (半導體),5269 祥碩 (半導體),3702 大聯大 (半導體),5347 世界 (半導體),,,
2020-09-25,3533 嘉澤 (連接器),2890 永豐金 (金融),2412 中華電 (智慧電網),2886 兆豐金 (金融),5880 合庫金 (金融),,,,,,,,,,
2020-09-28,3533 嘉澤 (連接器),2412 中華電 (智慧電網),2886 兆豐金 (金融),2382 廣達 (運動科技),2885 元大金 (金融),2883 凱基金 (金融),,,,,,,,,
2020-09-29,2303 聯電 (半導體),5347 世界 (半導體),3533 嘉澤 (連接器),3034 聯詠 (半導體),6147 頎邦 (半導體),8086 宏捷科 (半導體),2330 台積電 (半導體),2885 元大金 (金融),3189 景碩 (半導體),5269 祥碩 (半導體),2887 台新新光金 (金融),2886 兆豐金 (金融),3374 精材 (半導體),,
2020-09-30,2303 聯電 (半導體),5347 世界 (半導體),3533 嘉澤 (連接器),2308 台達電 (LED照明產業),3034 聯詠 (半導體),2317 鴻海 (通信網路),2409 友達 (太陽能產業),2330 台積電 (半導體),6147 頎邦 (半導體),8086 宏捷科 (半導體),6443 元晶 (太陽能產業),3105 穩懋 (半導體),,,
2020-10-05,2303 聯電 (半導體),2603 長榮 (交通運輸及航運),2308 台達電 (LED照明產業),3324 雙鴻 (電腦及週邊設備),5347 世界 (半導體),8086 宏捷科 (半導體),2330 台積電 (半導體),3376 新日興 (電腦及週邊設備),6271 同欣電 (LED照明產業),3017 奇鋐 (電腦及週邊設備),2454 聯發科 (半導體),3034 聯詠 (半導體),3653 健策 (半導體),3533 嘉澤 (連接器),3105 穩懋 (半導體)
2020-10-06,2303 聯電 (半導體),1513 中興電 (太陽能產業),2313 華通 (印刷電路板),8086 宏捷科 (半導體),5457 宣德 (太空衛星科技),8046 南電 (印刷電路板),2409 友達 (太陽能產業),2368 金像電 (印刷電路板),2379 瑞昱 (半導體),2330 台積電 (半導體),3260 威剛 (LED照明產業),6443 元晶 (太陽能產業),5347 世界 (半導體),2383 台光電 (印刷電路板),2454 聯發科 (半導體)
2020-10-07,6443 元晶 (太陽能產業),2409 友達 (太陽能產業),2303 聯電 (半導體),2454 聯發科 (半導體),1513 中興電 (太陽能產業),5457 宣德 (太空衛星科技),2379 瑞昱 (半導體),2481 強茂 (半導體),2603 長榮 (交通運輸及航運),2330 台積電 (半導體),3374 精材 (半導體),8086 宏捷科 (半導體),3691 碩禾 (太陽能產業),3443 創意 (半導體),5269 祥碩 (半導體)
2020-10-08,6443 元晶 (太陽能產業),2303 聯電 (半導體),2454 聯發科 (半導體),3034 聯詠 (半導體),3653 健策 (半導體),2313 華通 (印刷電路板),5269 祥碩 (半導體),2330 台積電 (半導體),3529 力旺 (半導體),1513 中興電 (太陽能產業),3042 晶技 (被動元件),3374 精材 (半導體),5347 世界 (半導體),2481 強茂 (半導體),3711 日月光投控 (半導體)
2020-10-12,3653 健策 (半導體),2330 台積電 (半導體),2408 南亞科 (半導體),2379 瑞昱 (半導體),3661 世芯-KY (半導體),3374 精材 (半導體),5269 祥碩 (半導體),3042 晶技 (被動元件),3711 日月光投控 (半導體),1216 統一 (食品),6510 精測 (半導體),8299 群聯 (半導體),3006 晶豪科 (半導體),,
2020-10-13,3653 健策 (半導體),6443 元晶 (太陽能產業),2408 南亞科 (半導體),3661 世芯-KY (半導體),1476 儒鴻 (紡織),2330 台積電 (半導體),8086 宏捷科 (半導體),3042 晶技 (被動元件),5269 祥碩 (半導體),3443 創意 (半導體),3006 晶豪科 (半導體),3711 日月光投控 (半導體),8299 群聯 (半導體),,
2020-10-14,2303 聯電 (半導體),3552 同致 (汽車),1609 大亞 (其他),2408 南亞科 (半導體),3529 力旺 (半導體),8086 宏捷科 (半導體),3661 世芯-KY (半導體),3189 景碩 (半導體),3711 日月光投控 (半導體),3653 健策 (半導體),2409 友達 (太陽能產業),2455 全新 (半導體),3006 晶豪科 (半導體),2486 一詮 (半導體),
2020-10-15,3189 景碩 (半導體),3529 力旺 (半導體),3661 世芯-KY (半導體),2454 聯發科 (半導體),3374 精材 (半導體),3711 日月光投控 (半導體),5347 世界 (半導體),8086 宏捷科 (半導體),6182 合晶 (半導體),,,,,,
2020-10-16,6488 環球晶 (半導體),8299 群聯 (半導體),3529 力旺 (半導體),3189 景碩 (半導體),3711 日月光投控 (半導體),1476 儒鴻 (紡織),3481 群創 (平面顯示器),2327 國巨 (被動元件),3374 精材 (半導體),8086 宏捷科 (半導體),,,,,
2020-10-19,3042 晶技 (被動元件),2368 金像電 (印刷電路板),2383 台光電 (印刷電路板),6213 聯茂 (印刷電路板),1476 儒鴻 (紡織),2327 國巨 (被動元件),6278 台表科 (LED照明產業),3481 群創 (平面顯示器),2308 台達電 (LED照明產業),8046 南電 (印刷電路板),6153 嘉聯益 (印刷電路板),6271 同欣電 (LED照明產業),2340 台亞 (LED照明產業),6116 彩晶 (平面顯示器),
2020-10-20,9914 美利達 (休閒娛樂),3042 晶技 (被動元件),6213 聯茂 (印刷電路板),3037 欣興 (印刷電路板),2313 華通 (印刷電路板),8046 南電 (印刷電路板),2376 技嘉 (電動車輛產業),2327 國巨 (被動元件),,,,,,,
